Company,Ticker,Sector,PE Ratio,Avg Volume,Market Cap,52 Week Range,Cluster
Emerson Electric Co.,EMR,Industrials,27.002563,3249855.0,54054948864.0,1.4973351099267154,0
Enbridge Inc.,ENB,Energy,26.943113,4166011.0,98052653056.0,1.3329479768786126,2
"Enfusion, Inc.",ENFN,Technology,358.6667,1140000.0,1020070592.0,1.5070242656449553,0
Enel Chile S.A.,ENIC,Utilities,29.045454,691121.0,4419739648.0,1.3924302788844622,0
"Entergy Utility Group, Inc. 1ST MTG 5% 52",ENJ,,3.511806,2111.0,178166208.0,1.2282717282717284,0
"Energizer Holdings, Inc.",ENR,Industrials,33.392403,626142.0,1904422400.0,1.5547904780641355,0
EnerSys,ENS,Industrials,9.887716,349314.0,3142254336.0,1.4696356275303646,0
"Enova International, Inc.",ENVA,Financial Services,11.932706,270754.0,2270813184.0,2.0459450052210233,4
Wells Fargo Advantage Funds - Allspring Global Dividend Opportunity Fund,EOD,Financial Services,3.253472,129442.0,201763744.0,1.2476415094339621,4
"EOG Resources, Inc.",EOG,Energy,9.607733,3836821.0,59614736384.0,1.3478345688646118,0
Eaton Vance Enhanced Equity Income Fund,EOI,Financial Services,2.8966103,93332.0,696855040.0,1.4258064516129034,4
Eaton Vance Enhanced Equity Income Fund II,EOS,Financial Services,3.6007535,160486.0,1012652608.0,1.4225512528473805,4
Eaton Vance National Municipal Opportunities Trust,EOT,Financial Services,6.0591607,45836.0,248045280.0,1.1985723556132382,4
Enerpac Tool Group Corp.,EPAC,Industrials,23.03605,361581.0,2018361984.0,1.48018249215854,0
"EPAM Systems, Inc.",EPAM,Technology,18.475765,777183.0,8202276352.0,1.9471588852696344,0
Edgewell Personal Care Company,EPC,Consumer Defensive,16.315218,567808.0,1447825536.0,1.5572232645403379,0
Enterprise Products Partners L.P.,EPD,Energy,11.230483,5518319.0,65425797120.0,1.2652539276580197,2
EPR Properties,EPR,Real Estate,30.462502,818006.0,3707388672.0,1.3606721845999499,0
"Essential Properties Realty Trust, Inc.",EPRT,Real Estate,27.530436,1759204.0,5962654208.0,1.3786166007905136,0
"Equity Bancshares, Inc.",EQBK,Financial Services,9.274683,77580.0,641955072.0,1.6015748031496064,4
Equity Commonwealth,EQC,Real Estate,4.2236843,1082150.0,172767024.0,15.000000000000002,0
"Equitable Holdings, Inc.",EQH,Financial Services,12.018518,3259555.0,13939240960.0,1.5359297860669225,4
Equinor ASA,EQNR,Energy,7.2781353,4441821.0,61371858944.0,1.3694535263895375,0
Equity Residential,EQR,Real Estate,24.60294,1849606.0,26932623360.0,1.3268809964652415,0
EQT Corporation,EQT,Energy,106.82223,8703214.0,28718989312.0,1.8874083944037308,0
Embraer S.A.,ERJ,Industrials,21.947916,2031026.0,7739347968.0,2.3676286072772896,0
Eversource Energy,ES,Utilities,24.66511,3064334.0,20552847360.0,1.320007651109411,0
ESAB Corporation,ESAB,Industrials,23.365385,333872.0,6629048320.0,1.5357768114305077,0
ESCO Technologies Inc.,ESE,Technology,34.28286,161673.0,3768837120.0,1.6985323284410947,0
Element Solutions Inc,ESI,Basic Materials,17.91,3326908.0,4342315520.0,1.7757901013714967,0
Essent Group Ltd.,ESNT,Financial Services,7.8642335,815875.0,5567626240.0,1.2658399534973843,4
"Empire State Realty Trust, Inc.",ESRT,Real Estate,24.910713,1433993.0,2038081152.0,1.771341463414634,0
"Essex Property Trust, Inc.",ESS,Real Estate,23.394623,491442.0,18609362944.0,1.3497451146983859,0
Energy Transfer LP,ET,Energy,12.871095,18231175.0,56529186816.0,1.4691780821917808,5
Eaton Vance Tax-Managed Buy-Write Income Fund,ETB,Financial Services,4.750958,107411.0,364246272.0,1.3916591115140526,4
Ethan Allen Interiors Inc.,ETD,Consumer Cyclical,10.970711,296126.0,666774592.0,1.4509164969450101,0
Eaton Vance Tax-Advantaged Global Dividend Income Fund,ETG,Financial Services,3.3061206,144921.0,1294450048.0,1.300531914893617,4
Eaton Vance Risk-Managed Diversified Equity Income Fund,ETJ,Financial Services,3.99,210580.0,537068352.0,1.2972972972972971,4
Eaton Corporation plc,ETN,Industrials,27.05842,4030413.0,100706000000.0,1.6389475954280786,2
Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,ETO,Financial Services,3.2685735,29855.0,371746048.0,1.346633416458853,4
Entergy Corporation,ETR,Utilities,32.944897,4553498.0,34769760256.0,1.7079911102521983,0
Eaton Vance Tax-Managed Buy-Write Opportunities Fund,ETV,Financial Services,4.0821915,246714.0,1391719552.0,1.3759398496240602,4
Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,ETW,Financial Services,7.529703,380906.0,825887808.0,1.2611832611832612,4
Eaton Vance Municipal Income 2028 Term Trust,ETX,Financial Services,29.27049,15247.0,194412384.0,1.1121281464530892,4
Eaton Vance Tax-Managed Diversified Equity Income Fund,ETY,Financial Services,2.9411263,311921.0,2013606272.0,1.3274111675126903,4
Eaton Vance Senior Income Trust,EVF,Financial Services,9.767857,81598.0,98920024.0,1.3710691823899372,4
Eaton Vance Short Duration Diversified Income Fund,EVG,Financial Services,6.570491,39504.0,144023520.0,1.1170731707317072,4
Eaton Vance Municipal Income Trust,EVN,Financial Services,10.569892,97439.0,389928576.0,1.1793534932221064,4
Evercore Inc.,EVR,Financial Services,18.901983,739057.0,6714457600.0,2.180313530242885,4
Everi Holdings Inc.,EVRI,Consumer Cyclical,80.823524,1135647.0,1187653888.0,2.171114599686028,0
Eaton Vance Tax-Advantaged Dividend Income Fund,EVT,Financial Services,3.1340723,150160.0,1548917376.0,1.3453125,4
"EVERTEC, Inc.",EVTC,Technology,18.479769,319027.0,2046978304.0,1.351529902642559,0
Edwards Lifesciences Corporation,EW,Healthcare,29.73718,4717163.0,40759762944.0,1.6163244527405396,0
Eaton Vance Tax-Managed Global Diversified Equity Income Fund,EXG,Financial Services,3.8582473,714598.0,2289931008.0,1.3056379821958457,4
Eagle Materials Inc.,EXP,Basic Materials,14.924892,415949.0,6945457664.0,1.5967957938594315,0
"Expeditors International of Washington, Inc.",EXPD,Industrials,18.27098,1508460.0,14396983296.0,1.3097442022494277,0
Extra Space Storage Inc.,EXR,Real Estate,34.259953,1360904.0,30516969472.0,1.5274725274725276,0
Ford Motor Company,F,Consumer Cyclical,6.428082,122828701.0,37319921664.0,1.759478672985782,6
First American Financial Corporation,FAF,Financial Services,45.198414,727483.0,5870861824.0,1.3744186046511628,4
"Fortune Brands Innovations, Inc.",FBIN,Industrials,13.297093,1894055.0,6044975104.0,1.9178140224528704,0
FB Financial Corporation,FBK,Financial Services,14.672794,200021.0,1856393728.0,1.7065217391304348,4
First BanCorp.,FBP,Financial Services,9.928177,1288922.0,2931374080.0,1.3658536585365855,4
"Franklin BSP Realty Trust, Inc.",FBRT,Real Estate,13.646341,461780.0,935902464.0,1.3442857142857143,0
Franklin Covey Co.,FC,Consumer Defensive,14.954886,161214.0,258325344.0,2.3474128827877507,0
First Commonwealth Financial Corporation,FCF,Financial Services,10.309353,838468.0,1459023232.0,1.5704169944925255,4
"FTI Consulting, Inc.",FCN,Industrials,20.987852,367057.0,5895780352.0,1.6052718286655683,0
"Four Corners Property Trust, Inc.",FCPT,Real Estate,26.299063,840665.0,2816391936.0,1.3512450851900393,0
First Trust Senior Floating Rate Income Fund II,FCT,Financial Services,10.554348,103255.0,252298816.0,1.2694541231126597,4
Freeport-McMoRan Inc.,FCX,Basic Materials,24.819231,18919644.0,46367059968.0,1.9971077368040493,5
Fresh Del Monte Produce Inc.,FDP,Consumer Defensive,11.229731,404049.0,1593535616.0,1.6613283089967028,0
FactSet Research Systems Inc.,FDS,Financial Services,29.196594,313370.0,15610678272.0,1.2761878015777783,4
FedEx Corporation,FDX,Industrials,12.725158,2042139.0,48478068736.0,1.615234173957797,0
FirstEnergy Corp.,FE,Utilities,24.420588,5882431.0,23959386112.0,1.1966471527408196,0
Four Seasons Education (Cayman) Inc.,FEDU,Consumer Defensive,79.99999,7883.0,15237648.0,6.151761517615176,0
Ferguson Enterprises Inc.,FERG,Industrials,19.555965,2074757.0,31907067904.0,1.5454109589041096,0
FutureFuel Corp.,FF,Basic Materials,11.085714,327662.0,169956416.0,1.6976127320954908,0
First Trust Enhanced Equity Income Fund,FFA,Financial Services,4.6502113,42108.0,352276256.0,1.416,4
Flaherty & Crumrine Preferred Securities Income Fund Inc.,FFC,Financial Services,4.7176657,129226.0,720500480.0,1.2069214131218458,4
"F&G Annuities & Life, Inc.",FG,Financial Services,6.8504095,294288.0,4505495040.0,1.6237402015677491,4
First Trust Specialty Finance and Financial Opportunities Fund,FGB,Financial Services,4.6271605,39263.0,53849764.0,1.3687315634218287,4
"Federated Hermes, Inc.",FHI,Financial Services,11.123839,926763.0,2912873984.0,1.4058898847631243,4
First Horizon Corporation,FHN,Financial Services,11.499999,6615222.0,8395919872.0,1.5926188786373316,4
"Fiserv, Inc.",FI,Technology,38.38894,3292549.0,115364000000.0,1.6313846153846154,2
Fair Isaac Corporation,FICO,Technology,84.099266,211967.0,44730322944.0,2.172948039614706,0
"FIGS, Inc.",FIGS,Consumer Cyclical,192.0,2109439.0,624076800.0,1.9789621318373072,0
Fidelis Insurance Holdings Limited,FIHL,Financial Services,16.17347,658327.0,1754262144.0,1.5045871559633028,4
Angel Oak Financial Strategies Income Term Trust,FINS,Financial Services,8.060126,47026.0,319172192.0,1.1272727272727274,4
FinVolution Group,FINV,Financial Services,5.7723575,1208459.0,1844899456.0,2.3930885529157666,4
"Fidelity National Information Services, Inc.",FIS,Technology,54.74648,4075129.0,41178255360.0,1.3829499323410013,0
"Comfort Systems USA, Inc.",FIX,Industrials,22.46475,595254.0,11595035648.0,2.0264903088704065,0
"Foot Locker, Inc.",FL,Consumer Cyclical,60.210526,4259096.0,1086278272.0,3.0854545454545454,0
Flaherty & Crumrine Total Return Fund Inc.,FLC,Financial Services,4.812689,26334.0,166576832.0,1.2046864231564438,4
FLEX LNG Ltd.,FLNG,Energy,10.399082,516649.0,1226170368.0,1.566289825282631,0
"Flowers Foods, Inc.",FLO,Consumer Defensive,15.393163,2225598.0,3802451456.0,1.5072129255626083,0
,FLOC,Energy,21.406591,532595.0,1763810816.0,1.8274415817855,0
Fluor Corporation,FLR,Industrials,2.6504064,3207693.0,5477419520.0,2.058219178082192,0
Flowserve Corporation,FLS,Industrials,18.706728,1618970.0,5270945792.0,1.742903053026245,0
Flutter Entertainment plc,FLUT,Consumer Cyclical,878.56,2329683.0,38816755712.0,1.7222892604723326,0
FMC Corporation,FMC,Basic Materials,11.732087,3671916.0,4703884800.0,2.093207432226622,0
Federated Hermes Premier Municipal Income Fund,FMN,Financial Services,9.463636,37934.0,81392664.0,1.2393669634025717,4
Fresenius Medical Care AG,FMS,Healthcare,22.669905,330142.0,13726297088.0,1.4478527607361964,0
"Fomento Económico Mexicano, S.A.B. de C.V.",FMX,Consumer Defensive,92.80357,575459.0,180338000000.0,1.5181302417365565,2
First Trust Mortgage Income Fund,FMY,Financial Services,6.272251,6057.0,50473176.0,1.102253032928943,4
Fabrinet,FN,Technology,19.017899,930057.0,6118951936.0,1.8969370582295524,0
F.N.B. Corporation,FNB,Financial Services,9.791339,2869149.0,4468703744.0,1.6268382352941175,4
"Floor & Decor Holdings, Inc.",FND,Consumer Cyclical,35.031578,2184500.0,7162254848.0,1.920012119375852,0
"Fidelity National Financial, Inc.",FNF,Financial Services,12.75914,1464772.0,16315158528.0,1.3961079723791587,4
Franco-Nevada Corporation,FNV,Basic Materials,59.8676,906996.0,33089953792.0,1.5822537710736468,0
Finance of America Companies Inc.,FOA,Financial Services,13.889706,126750.0,202344000.0,7.902439024390244,4
"Cohen & Steers Closed-End Opportunity Fund, Inc.",FOF,Financial Services,5.1549315,57411.0,312220256.0,1.29122468659595,4
Forestar Group Inc.,FOR,Real Estate,5.531915,213965.0,924993216.0,2.067222222222222,0
"Shift4 Payments, Inc.",FOUR,Technology,24.557756,1944150.0,6629782528.0,2.2820834079112227,0
First Trust Intermediate Duration Preferred & Income Fund,FPF,Financial Services,3.7278461,133409.0,1032082176.0,1.2653846153846153,4
"Five Point Holdings, LLC",FPH,Real Estate,5.0625005,369875.0,707727808.0,2.371024734982332,0
Farmland Partners Inc.,FPI,Real Estate,9.306604,374096.0,465565824.0,1.3322981366459625,0
"First Industrial Realty Trust, Inc.",FR,Real Estate,22.522388,1435459.0,6178268672.0,1.4430662366658398,0
"BlackRock Floating Rate Income Strategies Fund, Inc.",FRA,Financial Services,10.732143,163459.0,424361312.0,1.3302752293577982,4
Frontline plc,FRO,Energy,6.6883407,3151093.0,3320422144.0,2.3701612903225806,0
Federal Realty Investment Trust,FRT,Real Estate,26.733917,869381.0,7898491392.0,1.4673279603223806,0
FS Credit Opportunities Corp.,FSCO,Financial Services,6.9572344,1026318.0,1297208576.0,1.3534971644612477,4
FS KKR Capital Corp.,FSK,Financial Services,9.076555,2139103.0,5312851456.0,1.383467278989667,4
Fortuna Mining Corp.,FSM,Basic Materials,15.243902,15929454.0,1912606208.0,1.7564766839378239,5
Federal Signal Corporation,FSS,Industrials,20.745714,583834.0,4436260352.0,1.5372348427862195,0
Franklin Universal Trust,FT,Financial Services,5.2967405,42088.0,179708160.0,1.2018489984591678,4
First Trust High Yield Opportunities 2027 Term Fund,FTHY,,9.881295,96485.0,505077152.0,1.178348909657321,0
TechnipFMC plc,FTI,Energy,12.842933,4888936.0,10316631040.0,1.5122061482820977,0
"Flotek Industries, Inc.",FTK,Energy,18.970587,222321.0,192382848.0,3.306709265175719,0
Fortis Inc.,FTS,Utilities,20.685347,701050.0,24071544832.0,1.272870249017038,0
Fortive Corporation,FTV,Technology,26.864408,2832755.0,21574385664.0,1.3798128674339654,0
H.B. Fuller Company,FUL,Basic Materials,26.53769,568073.0,2861921792.0,1.8433557611438183,0
Fiverr International Ltd.,FVRR,Communication Services,50.062504,691511.0,862898112.0,1.8709844559585491,0
Genpact Limited,G,Technology,16.350878,1554159.0,8148988928.0,1.868334430546412,0
The Gabelli Equity Trust Inc.,GAB,Financial Services,7.824848,611250.0,1586736128.0,1.2999999999999998,4
"General American Investors Company, Inc.",GAM,Financial Services,4.40703,27824.0,1116676864.0,1.3263157894736843,4
"The Gap, Inc.",GAP,Consumer Cyclical,8.506818,9006083.0,7048143872.0,1.8004708652148325,0
GATX Corporation,GATX,Industrials,18.53149,167147.0,5143572992.0,1.384344262295082,0
Global Blue Group Holding AG,GB,Technology,25.534485,726165.0,1476305280.0,1.8630647414997672,0
Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,GBAB,Financial Services,7.579081,102444.0,396775552.0,1.2905923344947736,4
"Glacier Bancorp, Inc.",GBCI,Financial Services,23.291668,705640.0,4441451008.0,1.7595707656612531,4
"Global Indemnity Group, LLC",GBLI,Financial Services,9.545,3760.0,424614880.0,1.2869565217391303,4
"The Greenbrier Companies, Inc.",GBX,Industrials,6.6512,555808.0,1304857344.0,1.8813873444532696,0
The Gabelli Convertible and Income Securities Fund Inc.,GCV,Financial Services,8.802631,46086.0,66250400.0,1.4418604651162792,4
General Dynamics Corporation,GD,Industrials,19.970673,1777240.0,73107251200.0,1.3248327759197325,2
GoDaddy Inc.,GDDY,Technology,25.779503,1657952.0,23467923456.0,1.7965565998502868,0
The GDL Fund,GDL,Financial Services,16.146326,15983.0,88956776.0,1.0894941634241246,4
Western Asset Global Corporate Defined Opportunity Fund Inc.,GDO,Financial Services,6.250396,33937.0,83188624.0,1.2643343051506317,4
The Gabelli Dividend & Income Trust,GDV,Financial Services,6.3768115,157759.0,1958737152.0,1.2771144278606965,4
GE Aerospace,GE,Industrials,29.165026,5938542.0,189441000000.0,1.4392931532621112,2
"Greif, Inc.",GEF,Consumer Cyclical,14.071823,167475.0,2516385024.0,1.516898196143479,0
"The GEO Group, Inc.",GEO,Industrials,128.45454,2956777.0,4036545280.0,3.1029787234042554,0
"Guess?, Inc.",GES,Consumer Cyclical,12.14935,1666498.0,484940736.0,3.2323113207547167,0
"Getty Images Holdings, Inc.",GETY,Communication Services,17.5,1368424.0,723479744.0,3.588,0
GE Vernova Inc.,GEV,Utilities,55.45332,4461103.0,84429742080.0,3.3873287412005144,2
"The New Germany Fund, Inc.",GF,Financial Services,8.02439,43588.0,160893824.0,1.375968992248062,4
Griffon Corporation,GFF,Industrials,13.148979,406586.0,3062364416.0,1.5766224322850393,0
Gold Fields Limited,GFI,Basic Materials,17.405798,3888360.0,21498476544.0,1.966101694915254,0
Greenfire Resources Ltd.,GFR,Energy,3.9918032,100867.0,340522080.0,1.8715596330275228,0
Gerdau S.A.,GGB,Basic Materials,6.7702703,10831485.0,5049504256.0,1.7797356828193833,0
Graco Inc.,GGG,Industrials,27.095747,929190.0,12847271936.0,1.2886483485983902,0
The Gabelli Multimedia Trust Inc.,GGT,Financial Services,8.5,104555.0,147448112.0,1.495,4
The Gabelli Global Small and Mid Cap Value Trust,GGZ,Financial Services,12.197849,16367.0,91444096.0,1.2714285714285714,4
Graham Holdings Company,GHC,Consumer Defensive,5.417641,21637.0,3859444480.0,1.4692972181551975,0
GreenTree Hospitality Group Ltd.,GHG,Consumer Cyclical,8.096154,18680.0,213750128.0,1.6975609756097563,0
Greystone Housing Impact Investors LP,GHI,Financial Services,14.756579,47834.0,260980912.0,1.5711462450592888,4
Guild Holdings Company,GHLD,Financial Services,8.044872,10672.0,776729536.0,1.6284567350579837,4
Graham Corporation,GHM,Industrials,34.79518,115922.0,314875744.0,2.098466505246166,0
"PGIM Global High Yield Fund, Inc",GHY,Financial Services,7.1878786,241609.0,485357440.0,1.2099202834366698,4
CGI Inc.,GIB,Technology,19.138376,324995.0,23254398976.0,1.3224555735056545,0
Global Industrial Company,GIC,Industrials,13.4522295,122591.0,809134720.0,1.9903799903799906,0
Gildan Activewear Inc.,GIL,Consumer Cyclical,16.400406,668922.0,6125016576.0,1.7185851690971148,0
"General Mills, Inc.",GIS,Consumer Defensive,12.668131,6116531.0,31563722752.0,1.3762466001813238,0
Globe Life Inc.,GL,Financial Services,9.768845,680498.0,9709440000.0,2.0190188679245282,4
Globant S.A.,GLOB,Technology,27.842741,964390.0,4562862080.0,2.476566559285046,0
Global Partners LP,GLP,Energy,20.196472,87403.0,1638754048.0,1.6216216216216217,0
Corning Incorporated,GLW,Technology,69.49138,6754534.0,34532397056.0,1.7733974358974358,0
General Motors Company,GM,Consumer Cyclical,6.9034534,15370267.0,43755208704.0,1.5718685831622177,5
GameStop Corp.,GME,Consumer Cyclical,79.0303,9675867.0,11659951104.0,6.476523476523477,0
"Globus Medical, Inc.",GMED,Healthcare,91.78666,1291108.0,9468390400.0,1.9243867828907362,0
Global Medical REIT Inc.,GMRE,Real Estate,736.5,521865.0,1001617792.0,1.5496296296296297,0
GMS Inc.,GMS,Industrials,19.082191,447222.0,2673800960.0,1.6046829861639047,0
Genie Energy Ltd.,GNE,Utilities,25.947369,70327.0,399594752.0,1.3739463601532567,0
Genco Shipping & Trading Limited,GNK,Industrials,6.98,721304.0,524750304.0,2.091964285714286,0
Generac Holdings Inc.,GNRC,Industrials,19.638475,939706.0,6298516992.0,1.9692462311557788,0
"GAMCO Natural Resources, Gold & Income Trust",GNT,Financial Services,18.703125,54052.0,96945032.0,1.2270916334661357,4
"Guaranty Bancshares, Inc.",GNTY,Financial Services,14.627738,35113.0,454976160.0,1.5901517956312476,4
"Genworth Financial, Inc.",GNW,Financial Services,9.078571,5731654.0,2642910976.0,1.3458262350936967,4
Guggenheim Strategic Opportunities Fund,GOF,Financial Services,6.620283,1263516.0,2279368192.0,1.3115823817292005,4
Barrick Gold Corporation,GOLD,Basic Materials,16.657541,25794849.0,34952761344.0,1.412971542025149,5
Acushnet Holdings Corp.,GOLF,Consumer Cyclical,17.516321,624986.0,3537608704.0,1.3858253480383294,0
Canada Goose Holdings Inc.,GOOS,Consumer Cyclical,15.28302,1067880.0,781079808.0,2.191679049034175,0
Genuine Parts Company,GPC,Consumer Cyclical,17.244976,1682313.0,15484601344.0,1.575425439861552,0
"Group 1 Automotive, Inc.",GPI,Consumer Cyclical,10.411605,184142.0,4984438784.0,1.8471656867179256,0
Georgia Power Company 5% JR SUB NT 77,GPJA,,0.13191153,19685.0,198659184.0,1.2216666666666667,0
Graphic Packaging Holding Company,GPK,Consumer Cyclical,11.319445,2748757.0,7377885184.0,1.3330438558402082,0
Global Payments Inc.,GPN,Industrials,10.728896,2702855.0,16249944064.0,1.9321931285000757,0
GeoPark Limited,GPRK,Energy,3.4723756,823088.0,322482080.0,2.070671378091873,0
"Green Brick Partners, Inc.",GRBK,Consumer Cyclical,6.4059176,332486.0,2408687616.0,1.674115087996836,0
The Gorman-Rupp Company,GRC,Industrials,21.24183,71654.0,852393728.0,1.4371512963570725,0
Garmin Ltd.,GRMN,Technology,25.297602,1092340.0,35531726848.0,1.765127103472968,0
"Granite Ridge Resources, Inc.",GRNT,Energy,33.964287,493447.0,623546944.0,1.5707964601769913,0
The Gabelli Healthcare & Wellness Trust,GRX,Financial Services,463.06,22801.0,143531008.0,1.2447397563676634,4
"The Goldman Sachs Group, Inc.",GS,Financial Services,11.595824,3076363.0,155327000000.0,1.6614924487727714,2
"Goldman Sachs BDC, Inc.",GSBD,Financial Services,18.726,926221.0,1208077056.0,1.676130389064143,4
GSK plc,GSK,Healthcare,21.98485,5530588.0,73492070400.0,1.4479823455233292,2
"Global Ship Lease, Inc.",GSL,Industrials,2.071303,423495.0,715776192.0,1.7100958826847152,0
Gates Industrial Corporation plc,GTES,Industrials,22.040539,2865539.0,4165802240.0,1.6228905824714208,0
"Chart Industries, Inc.",GTLS,Industrials,28.097122,757832.0,5264949760.0,2.1656496062992128,0
"Gray Media, Inc.",GTN,Communication Services,0.9360119,1622301.0,352979072.0,2.5463917525773194,0
Getty Realty Corp.,GTY,Real Estate,22.6,381539.0,1554532480.0,1.3171206225680934,0
Guggenheim Active Allocation Fund,GUG,,5.852459,82034.0,470955808.0,1.214388489208633,0
The Gabelli Utility Trust,GUT,Financial Services,10.26,239008.0,452625568.0,1.326963906581741,4
Granite Construction Incorporated,GVA,Industrials,28.52481,725767.0,3246084864.0,1.978931527464259,0
"W.W. Grainger, Inc.",GWW,Industrials,25.144186,292627.0,46874628096.0,1.403072070218748,0
"GXO Logistics, Inc.",GXO,Industrials,29.42857,1719500.0,3939313152.0,2.0791201575837164,0
Hyatt Hotels Corporation,H,Consumer Cyclical,8.175099,973052.0,9868862464.0,1.642097041882261,0
Haemonetics Corporation,HAE,Healthcare,22.13386,1006934.0,2824352256.0,1.771609403254973,0
Hafnia Limited,HAFN,Industrials,2.8166666,2883552.0,2104007808.0,2.490994735383763,0
Halliburton Company,HAL,Energy,7.6766787,12721272.0,18726537216.0,2.1030982905982905,0
"HA Sustainable Infrastructure Capital, Inc.",HASI,Financial Services,14.339506,1252863.0,2833270016.0,1.6633303002729756,4
"Hayward Holdings, Inc.",HAYW,Industrials,21.259258,1950606.0,2481861120.0,1.51981981981982,0
Hamilton Beach Brands Holding Company,HBB,Consumer Cyclical,7.9727273,43016.0,241736288.0,2.2161785216178522,0
Hudbay Minerals Inc.,HBM,Basic Materials,33.975,7971350.0,2684018176.0,1.7630252100840336,0
"HCA Healthcare, Inc.",HCA,Healthcare,14.325761,1730827.0,77630267392.0,1.4385130008966134,2
"Warrior Met Coal, Inc.",HCC,Basic Materials,10.016702,995668.0,2521795072.0,1.9876315789473684,0
"HCI Group, Inc.",HCI,Financial Services,15.961236,130534.0,1529463552.0,1.8156604901374773,4
"Hercules Capital, Inc.",HCXY,,19.495031,1106.0,1325784320.0,1.0669404517453798,0
"The Home Depot, Inc.",HD,Consumer Cyclical,23.030853,3806622.0,341305000000.0,1.3570435803193626,1
HDFC Bank Limited,HDB,Financial Services,23.504791,3106209.0,187657000000.0,1.3697945080923803,2
HEICO Corporation,HEI,Industrials,58.383812,552629.0,28862070784.0,1.4324679260531368,0
John Hancock Diversified Income Fund,HEQ,Financial Services,9.558824,29939.0,117914552.0,1.2047670639219934,4
Hess Corporation,HES,Energy,13.937569,2079890.0,38669938688.0,1.324662735277486,0
Hess Midstream LP,HESM,Energy,14.558233,1350826.0,8268299264.0,1.3450381679389312,0
"Hamilton Insurance Group, Ltd.",HG,Financial Services,4.852861,552440.0,1814874624.0,1.6424242424242426,4
Highland Global Allocation Fund,HGLB,,5.363623,108183.0,170242880.0,1.2749244712990935,0
"Hagerty, Inc.",HGTY,Financial Services,84.6,62624.0,2885494528.0,1.5379825653798258,4
Hilton Grand Vacations Inc.,HGV,Consumer Cyclical,72.799995,1040549.0,3100914176.0,1.4867603792088917,0
Howard Hughes Holdings Inc.,HHH,Real Estate,11.194188,430549.0,3233119232.0,1.5314492535087845,0
"The Hartford Insurance Group, Inc.",HIG,Financial Services,11.047681,1791416.0,32633063424.0,1.3240182068381496,4
"Huntington Ingalls Industries, Inc.",HII,Industrials,15.476719,848073.0,8477047296.0,1.798904833836858,0
"Hims & Hers Health, Inc.",HIMS,Consumer Defensive,48.20755,25052447.0,5676341248.0,6.516071428571429,5
Western Asset High Income Opportunity Fund Inc.,HIO,Financial Services,7.3113728,578229.0,354605888.0,1.2351190476190477,4
"Highwoods Properties, Inc.",HIW,Real Estate,28.595743,1072572.0,2955402240.0,1.5305867665418227,0
Western Asset High Income Fund II Inc.,HIX,Financial Services,4.651279,463240.0,360149024.0,1.2438356164383562,4
AMTD Digital Inc.,HKD,Technology,8.13087,312470.0,587733184.0,3.515151515151515,0
Hecla Mining Company,HL,Basic Materials,97.416664,20991954.0,3695852032.0,1.7414965986394557,5
Herbalife Ltd.,HLF,Consumer Defensive,2.552,2593644.0,646555584.0,2.5376984126984126,0
"Houlihan Lokey, Inc.",HLI,Financial Services,28.467495,443472.0,10443507712.0,1.5550878329150812,4
"Helios Technologies, Inc.",HLIO,Industrials,21.632479,217280.0,842724288.0,2.313812600969305,0
Haleon plc,HLN,Healthcare,24.756098,11246780.0,45792837632.0,1.330049261083744,2
Hilton Worldwide Holdings Inc.,HLT,Consumer Cyclical,32.717075,2279791.0,48212733952.0,1.4177828147537608,0
"Helix Energy Solutions Group, Inc.",HLX,Energy,18.166666,1835693.0,991006208.0,2.2616984402079727,0
"Honda Motor Co., Ltd.",HMC,Consumer Cyclical,6.334061,1206559.0,42544037888.0,1.4946604015378044,0
Horace Mann Educators Corporation,HMN,Financial Services,15.71371,230373.0,1595985280.0,1.3734674630619301,4
Harmony Gold Mining Company Limited,HMY,Basic Materials,19.78409,7462726.0,10832205824.0,2.3550815558343787,0
HNI Corporation,HNI,Consumer Cyclical,13.968749,367703.0,1886622080.0,1.4693158953722336,0
"Harley-Davidson, Inc.",HOG,Consumer Cyclical,6.375,2700595.0,2712806912.0,1.962836185819071,0
"Home Bancshares, Inc. (Conway, AR)",HOMB,Financial Services,12.564594,1143898.0,5204889600.0,1.4678858162355037,4
"Hovnanian Enterprises, Inc.",HOV,Consumer Cyclical,2.82045,82218.0,548940032.0,2.961675908810844,0
"Helmerich & Payne, Inc.",HP,Energy,6.3993397,1888811.0,1926951040.0,2.3950617283950617,0
Hewlett Packard Enterprise Company,HPE,Technology,7.0456734,21532963.0,19250515968.0,2.061011282908483,5
John Hancock Preferred Income Fund II,HPF,Financial Services,6.5958695,37280.0,327101760.0,1.304945054945055,4
John Hancock Preferred Income Fund,HPI,Financial Services,7.849793,44109.0,405043968.0,1.3299110198494182,4
HP Inc.,HPQ,Technology,8.437051,8603870.0,22111098880.0,1.8764733616218763,0
John Hancock Preferred Income Fund III,HPS,Financial Services,8.152941,61559.0,444262880.0,1.3188073394495412,4
Abrdn Healthcare Investors,HQH,Financial Services,4.2946177,204411.0,790289280.0,1.437182280319535,4
Abrdn Life Sciences Investors,HQL,Financial Services,3.875,133314.0,330563296.0,1.5071090047393365,4
